"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"26/11/2018","23,340.0","23,346.0","23,360.0","23,312.5","","-0.09%"
"23/11/2018","23,360.0","23,317.5","23,362.5","23,317.5","","0.06%"
"22/11/2018","23,345.0","23,352.5","23,354.0","23,347.5","","-0.03%"
"21/11/2018","23,352.0","23,317.5","23,353.5","23,317.5","","0.07%"
"20/11/2018","23,336.0","23,324.0","23,347.5","23,324.0","","0.11%"
"19/11/2018","23,310.0","23,311.5","23,347.5","23,304.5","","0.02%"
"16/11/2018","23,306.0","23,311.5","23,312.5","23,301.5","","-0.01%"
"15/11/2018","23,308.0","23,315.5","23,347.5","23,302.5","","-0.03%"
"14/11/2018","23,315.0","23,305.5","23,317.5","23,302.5","","0.03%"
"13/11/2018","23,308.0","23,310.5","23,313.0","23,302.5","","0.03%"
"12/11/2018","23,300.0","23,314.0","23,325.0","23,280.0","","0.04%"
"09/11/2018","23,290.0","23,312.5","23,326.0","23,295.0","","-0.12%"
"08/11/2018","23,318.0","23,317.5","23,328.0","23,312.5","","-0.03%"
"07/11/2018","23,326.0","23,322.5","23,333.0","23,311.5","","0.00%"
"06/11/2018","23,325.0","23,312.5","23,328.5","23,312.5","","0.06%"
"05/11/2018","23,310.0","23,325.5","23,332.5","23,306.0","","-0.09%"
"02/11/2018","23,330.0","23,332.5","23,347.5","23,317.5","","-0.06%"
"01/11/2018","23,345.0","23,345.5","23,349.0","23,334.5","","0.01%"
"31/10/2018","23,343.0","23,347.5","23,348.5","23,342.5","","0.00%"
"30/10/2018","23,343.0","23,342.5","23,348.5","23,331.5","","0.00%"
"29/10/2018","23,343.0","23,350.0","23,353.0","23,345.5","","-0.05%"
"26/10/2018","23,355.0","23,352.5","23,357.0","23,348.5","","0.02%"
"25/10/2018","23,350.0","23,351.5","23,355.0","23,347.0","","0.01%"
"24/10/2018","23,348.0","23,350.5","23,352.5","23,345.0","","0.00%"
"23/10/2018","23,348.0","23,347.5","23,352.5","23,346.0","","0.00%"
"22/10/2018","23,348.0","23,351.5","23,352.0","23,345.0","","-0.01%"
"19/10/2018","23,351.0","23,349.5","23,353.0","23,345.5","","0.02%"
"18/10/2018","23,347.0","23,347.5","23,349.0","23,343.0","","0.02%"
"17/10/2018","23,342.0","23,342.5","23,346.5","23,311.5","","0.02%"
"16/10/2018","23,338.0","23,337.5","23,342.5","23,333.0","","0.03%"
"15/10/2018","23,330.0","23,353.0","23,353.0","23,332.5","","-0.06%"
"12/10/2018","23,343.0","23,345.5","23,348.0","23,342.5","","-0.01%"
"11/10/2018","23,345.0","23,342.5","23,357.5","23,342.5","","-0.02%"
"10/10/2018","23,350.0","23,355.5","23,356.5","23,348.0","","-0.02%"
"09/10/2018","23,355.0","23,357.5","23,358.5","23,347.5","","0.02%"
"08/10/2018","23,350.0","23,347.5","23,354.0","23,311.5","","0.09%"
"05/10/2018","23,330.0","23,352.5","23,352.5","23,331.5","","-0.08%"
"04/10/2018","23,348.0","23,347.5","23,351.5","23,343.5","","0.03%"
"03/10/2018","23,340.0","23,342.5","23,342.5","23,311.5","","0.06%"
"02/10/2018","23,325.0","23,332.5","23,335.5","23,322.0","","-0.02%"
"01/10/2018","23,330.0","23,324.0","23,345.5","23,323.0","","0.02%"
"28/09/2018","23,325.0","23,335.0","23,345.5","23,322.5","","-0.09%"
"27/09/2018","23,345.0","23,346.0","23,348.0","23,342.5","","-0.01%"
"26/09/2018","23,348.0","23,350.5","23,350.5","23,341.0","","0.01%"
"25/09/2018","23,345.0","23,342.5","23,346.5","23,342.5","","0.03%"
"24/09/2018","23,337.0","23,337.5","23,341.0","23,334.0","","0.02%"
"21/09/2018","23,332.0","23,327.5","23,341.5","23,327.5","","0.05%"
"20/09/2018","23,320.0","23,305.0","23,330.5","23,296.5","","0.06%"
"19/09/2018","23,305.0","23,296.5","23,314.0","23,282.5","","0.11%"
"18/09/2018","23,280.0","23,302.5","23,317.5","23,278.5","","-0.04%"
"17/09/2018","23,289.0","23,247.5","23,291.5","23,247.5","","0.18%"
"14/09/2018","23,247.0","23,260.5","23,277.5","23,238.5","","-0.12%"
"13/09/2018","23,276.0","23,276.0","23,280.5","23,272.5","","-0.02%"
"12/09/2018","23,280.0","23,282.5","23,287.5","23,281.0","","-0.01%"
"11/09/2018","23,283.0","23,287.5","23,312.5","23,273.5","","-0.08%"
"10/09/2018","23,302.0","23,310.5","23,312.5","23,295.5","","0.00%"
"07/09/2018","23,302.0","23,311.5","23,313.0","23,302.0","","-0.05%"
"06/09/2018","23,314.0","23,312.5","23,317.0","23,307.5","","0.00%"
"05/09/2018","23,313.0","23,316.5","23,332.5","23,285.0","","0.00%"
"04/09/2018","23,312.0","23,302.5","23,317.0","23,296.5","","0.04%"
"03/09/2018","23,303.0","23,303.0","23,303.0","23,303.0","","0.00%"
"31/08/2018","23,303.0","23,304.0","23,306.5","23,293.5","","0.00%"
"30/08/2018","23,302.0","23,302.5","23,307.5","23,296.5","","0.01%"
"29/08/2018","23,300.0","23,295.0","23,312.5","23,292.0","","0.02%"
"28/08/2018","23,295.0","23,285.0","23,297.5","23,270.0","","0.01%"
"27/08/2018","23,293.0","23,305.0","23,305.0","23,287.5","","-0.03%"
"24/08/2018","23,300.0","23,305.0","23,307.0","23,282.5","","0.08%"
"23/08/2018","23,281.0","23,279.0","23,283.0","23,270.0","","0.03%"
"22/08/2018","23,274.0","23,277.5","23,283.5","23,263.5","","0.03%"
"21/08/2018","23,268.0","23,267.5","23,275.0","23,259.0","","-0.02%"
"20/08/2018","23,272.0","23,274.0","23,320.0","23,250.0","","-0.09%"
"17/08/2018","23,293.0","23,315.5","23,315.5","23,286.5","","-0.08%"
"16/08/2018","23,312.0","23,315.5","23,317.5","23,311.5","","0.01%"
"15/08/2018","23,310.0","23,313.0","23,317.5","23,311.5","","-0.02%"
"14/08/2018","23,314.0","23,317.0","23,320.5","23,311.0","","0.02%"
"13/08/2018","23,310.0","23,315.0","23,315.0","23,312.5","","0.15%"
"10/08/2018","23,275.0","23,278.0","23,281.0","23,271.0","","0.00%"
"09/08/2018","23,275.0","23,280.0","23,286.5","23,277.0","","-0.03%"
"08/08/2018","23,282.0","23,301.0","23,302.5","23,281.5","","-0.09%"
"07/08/2018","23,302.0","23,310.0","23,312.5","23,302.0","","-0.02%"
"06/08/2018","23,306.0","23,310.5","23,312.5","23,307.0","","0.01%"
"03/08/2018","23,304.0","23,280.5","23,307.5","23,280.5","","0.10%"
"02/08/2018","23,280.0","23,274.0","23,285.0","23,272.5","","-0.04%"
"01/08/2018","23,290.0","23,291.5","23,293.0","23,282.0","","0.04%"
"31/07/2018","23,280.0","23,285.0","23,285.0","23,277.5","","0.11%"
"30/07/2018","23,255.0","23,259.5","23,262.5","23,250.0","","0.11%"
"27/07/2018","23,230.0","23,217.5","23,232.5","23,217.5","","0.24%"
"26/07/2018","23,175.0","23,180.0","23,185.0","23,175.0","","-0.17%"
"25/07/2018","23,215.0","23,251.0","23,251.0","23,215.0","","-0.14%"
"24/07/2018","23,248.0","23,250.0","23,255.0","23,249.5","","0.12%"
"23/07/2018","23,220.0","23,205.0","23,225.0","23,205.0","","0.72%"
"20/07/2018","23,053.0","23,056.5","23,057.5","23,049.5","","0.01%"
"19/07/2018","23,050.0","23,050.5","23,053.5","23,049.0","","0.00%"
"18/07/2018","23,049.0","23,050.0","23,052.5","23,048.5","","0.00%"
"17/07/2018","23,050.0","23,049.5","23,052.5","23,046.5","","0.00%"
"16/07/2018","23,050.0","23,050.0","23,052.5","23,047.5","","0.00%"
"13/07/2018","23,050.0","23,048.5","23,051.0","23,045.5","","0.01%"
"12/07/2018","23,047.0","23,044.0","23,048.5","23,041.0","","0.02%"
"11/07/2018","23,043.0","23,044.5","23,045.0","23,038.5","","0.02%"
"10/07/2018","23,039.0","23,040.0","23,043.5","23,039.0","","0.00%"
"09/07/2018","23,038.0","23,040.5","23,043.0","23,039.0","","0.01%"
"06/07/2018","23,035.0","23,042.5","23,043.5","23,036.5","","-0.02%"
"05/07/2018","23,040.0","23,038.5","23,045.5","23,034.0","","0.01%"
"04/07/2018","23,038.0","23,042.0","23,045.0","23,032.5","","-0.03%"
"03/07/2018","23,045.0","23,042.5","23,046.0","23,042.5","","0.41%"
"02/07/2018","22,952.0","22,965.0","22,965.0","22,954.5","","-0.02%"
"29/06/2018","22,956.0","22,967.5","22,967.5","22,957.5","","0.09%"
"28/06/2018","22,935.0","22,939.5","22,948.5","22,937.5","","0.00%"
"27/06/2018","22,935.0","22,938.5","22,939.5","22,937.5","","0.07%"
"26/06/2018","22,920.0","22,897.5","22,924.0","22,897.5","","0.11%"
"25/06/2018","22,895.0","22,892.5","22,898.0","22,887.5","","0.02%"
"22/06/2018","22,891.0","22,896.5","22,896.5","22,892.5","","0.07%"
"21/06/2018","22,876.0","22,872.5","22,883.0","22,872.5","","0.04%"
"20/06/2018","22,866.0","22,866.5","22,867.5","22,857.0","","0.06%"
"19/06/2018","22,852.0","22,837.0","22,853.5","22,837.0","","0.07%"
"18/06/2018","22,835.0","22,816.5","22,836.0","22,816.5","","0.09%"
"15/06/2018","22,815.0","22,814.0","22,817.5","22,814.0","","0.01%"
"14/06/2018","22,812.0","22,814.5","22,814.5","22,808.0","","0.01%"
"13/06/2018","22,810.0","22,814.5","22,819.5","22,812.0","","-0.01%"
"12/06/2018","22,812.0","22,812.0","22,818.5","22,805.5","","-0.01%"
"11/06/2018","22,814.0","22,815.5","22,816.5","22,814.5","","0.11%"
"08/06/2018","22,790.0","22,795.0","22,797.5","22,793.0","","-0.05%"
"07/06/2018","22,801.0","22,806.0","22,807.5","22,801.5","","-0.02%"
"06/06/2018","22,805.0","22,829.5","22,829.5","22,806.0","","-0.11%"
"05/06/2018","22,829.0","22,824.5","22,829.5","22,813.5","","0.01%"
"04/06/2018","22,826.0","22,792.0","22,828.0","22,792.0","","0.13%"
"01/06/2018","22,796.0","22,792.0","22,802.0","22,789.5","","-0.04%"
"31/05/2018","22,804.0","22,813.5","22,817.5","22,775.0","","-0.20%"
"30/05/2018","22,850.0","22,868.5","22,875.5","22,840.0","","0.09%"
"29/05/2018","22,830.0","22,840.0","22,845.5","22,832.5","","0.07%"
"28/05/2018","22,814.0","22,812.0","22,817.0","22,770.0","","0.20%"
"25/05/2018","22,769.0","22,780.0","22,783.0","22,770.0","","-0.04%"
"24/05/2018","22,777.0","22,778.0","22,780.0","22,775.0","","0.02%"
"23/05/2018","22,773.0","22,774.0","22,775.0","22,767.0","","0.02%"
"22/05/2018","22,769.0","22,770.0","22,771.0","22,765.0","","0.00%"
"21/05/2018","22,770.0","22,767.0","22,777.0","22,767.0","","-0.07%"
"18/05/2018","22,785.0","22,784.0","22,786.0","22,775.0","","0.05%"
"17/05/2018","22,773.0","22,775.0","22,776.5","22,773.5","","0.01%"
"16/05/2018","22,770.0","22,773.8","22,775.0","22,772.0","","0.01%"
"15/05/2018","22,768.0","22,770.0","22,773.0","22,768.5","","0.01%"
"14/05/2018","22,765.0","22,767.0","22,770.5","22,766.0","","-0.02%"
"11/05/2018","22,769.0","22,770.0","22,775.0","22,768.5","","0.00%"
"10/05/2018","22,769.0","22,771.0","22,775.0","22,770.0","","-0.02%"
"09/05/2018","22,774.0","22,770.0","22,777.0","22,770.0","","0.01%"
"08/05/2018","22,772.0","22,771.5","22,773.5","22,770.0","","0.02%"
"07/05/2018","22,767.0","22,762.5","22,790.5","22,762.5","","0.00%"
"04/05/2018","22,767.0","22,767.0","22,772.0","22,764.5","","0.02%"
"03/05/2018","22,762.0","22,761.0","22,767.0","22,760.0","","0.01%"
"02/05/2018","22,760.0","22,763.5","22,765.0","22,761.0","","-0.01%"
"01/05/2018","22,763.0","22,763.0","22,763.0","22,763.0","","0.00%"
"30/04/2018","22,763.0","22,763.0","22,763.0","22,763.0","","0.00%"
"27/04/2018","22,763.0","22,765.0","22,767.5","22,760.5","","-0.01%"
"26/04/2018","22,765.0","22,766.5","22,769.0","22,766.0","","-0.01%"
"25/04/2018","22,768.0","22,768.0","22,768.0","22,768.0","","0.00%"
"24/04/2018","22,768.0","22,769.0","22,771.5","22,766.5","","0.00%"
"23/04/2018","22,769.0","22,771.0","22,773.0","22,770.0","","-0.01%"
"20/04/2018","22,771.0","22,770.0","22,776.0","22,770.0","","-0.03%"
"19/04/2018","22,778.0","22,776.0","22,781.5","22,773.0","","0.02%"
"18/04/2018","22,773.0","22,771.0","22,774.5","22,770.0","","0.01%"
"17/04/2018","22,770.0","22,768.0","22,777.0","22,767.0","","-0.02%"
"16/04/2018","22,775.0","22,786.5","22,788.0","22,774.0","","-0.04%"
"13/04/2018","22,784.0","22,785.5","22,806.0","22,783.5","","-0.01%"
"12/04/2018","22,786.0","22,786.5","22,790.5","22,786.0","","-0.01%"
"11/04/2018","22,788.0","22,789.0","22,792.5","22,787.0","","-0.01%"
"10/04/2018","22,790.0","22,806.0","22,811.0","22,789.5","","0.00%"
"09/04/2018","22,790.0","22,789.5","22,812.5","22,788.5","","-0.04%"
"06/04/2018","22,800.0","22,803.0","22,812.5","22,801.0","","-0.06%"
"05/04/2018","22,813.0","22,809.0","22,814.0","22,806.0","","-0.01%"
"04/04/2018","22,815.0","22,817.5","22,817.5","22,810.0","","0.03%"
"03/04/2018","22,809.0","22,790.5","22,814.0","22,787.0","","0.07%"
"02/04/2018","22,792.0","22,788.5","22,793.5","22,782.0","","0.00%"
"30/03/2018","22,793.0","22,789.5","22,810.0","22,787.5","","-0.07%"
"29/03/2018","22,809.0","22,807.5","22,819.0","22,807.0","","-0.04%"
"28/03/2018","22,818.0","22,817.5","22,822.0","22,813.0","","0.01%"
"27/03/2018","22,815.0","22,813.5","22,815.5","22,809.0","","0.02%"
"26/03/2018","22,810.0","22,797.5","22,815.0","22,797.5","","0.04%"
"23/03/2018","22,802.0","22,799.0","22,803.5","22,785.0","","0.04%"
"22/03/2018","22,794.0","22,785.0","22,795.0","22,774.5","","0.09%"
"21/03/2018","22,773.5","22,777.0","22,777.5","22,772.3","","0.00%"
"20/03/2018","22,774.0","22,777.0","22,779.0","22,763.5","","0.04%"
"19/03/2018","22,765.0","22,766.0","22,771.5","22,765.5","","0.00%"
"16/03/2018","22,764.0","22,764.5","22,766.5","22,762.5","","-0.01%"
"15/03/2018","22,767.0","22,768.0","22,769.0","22,761.0","","0.01%"
"14/03/2018","22,765.0","22,766.5","22,769.5","22,762.0","","0.01%"
"13/03/2018","22,762.0","22,762.0","22,769.0","22,755.0","","0.02%"
"12/03/2018","22,758.0","22,761.5","22,762.5","22,757.0","","-0.01%"
"09/03/2018","22,760.0","22,760.0","22,763.5","22,757.0","","0.02%"
"08/03/2018","22,756.0","22,760.5","22,761.5","22,755.5","","-0.01%"
"07/03/2018","22,759.0","22,761.0","22,770.5","22,757.5","","-0.04%"
"06/03/2018","22,769.0","22,770.0","22,773.0","22,766.0","","0.02%"
"05/03/2018","22,765.0","22,764.0","22,769.0","22,761.0","","0.02%"
"02/03/2018","22,760.0","22,761.0","22,764.5","22,759.0","","0.04%"
"01/03/2018","22,750.0","22,757.5","22,758.0","22,749.0","","-0.03%"
"28/02/2018","22,756.0","22,758.0","22,759.5","22,749.0","","0.03%"
"27/02/2018","22,750.0","22,745.5","22,751.5","22,742.5","","0.08%"
"26/02/2018","22,732.0","22,740.5","22,747.5","22,736.5","","-0.04%"
"23/02/2018","22,740.0","22,738.5","22,742.5","22,736.0","","0.13%"
"22/02/2018","22,710.0","22,720.0","22,729.0","22,712.5","","-0.02%"
"21/02/2018","22,715.0","22,700.0","22,722.0","22,697.5","","0.13%"
"20/02/2018","22,685.0","22,698.0","22,700.5","22,692.5","","-0.04%"
"19/02/2018","22,695.0","22,695.0","22,695.0","22,695.0","","0.00%"
"16/02/2018","22,695.0","22,710.0","22,712.5","22,705.0","","0.00%"
"15/02/2018","22,695.0","22,695.0","22,695.0","22,695.0","","0.00%"
"14/02/2018","22,695.0","22,710.0","22,710.0","22,707.5","","-0.02%"
"13/02/2018","22,700.0","22,700.0","22,720.0","22,692.5","","-0.01%"
"12/02/2018","22,702.0","22,692.0","22,708.5","22,689.5","","0.05%"
"09/02/2018","22,690.0","22,703.0","22,709.5","22,685.5","","-0.04%"
"08/02/2018","22,698.0","22,691.0","22,708.5","22,683.5","","0.03%"
"07/02/2018","22,691.0","22,703.5","22,712.0","22,694.0","","-0.04%"
"06/02/2018","22,700.0","22,709.5","22,715.0","22,705.0","","0.02%"
"05/02/2018","22,695.0","22,709.5","22,729.0","22,702.5","","-0.06%"
"02/02/2018","22,709.0","22,708.5","22,710.5","22,708.0","","0.00%"
"01/02/2018","22,709.0","22,710.5","22,711.0","22,702.5","","0.04%"
"31/01/2018","22,700.0","22,709.5","22,715.0","22,704.5","","0.00%"
"30/01/2018","22,700.0","22,709.5","22,715.5","22,705.0","","0.00%"
"29/01/2018","22,701.0","22,709.4","22,715.5","22,705.3","","-0.04%"
"26/01/2018","22,710.0","22,709.5","22,711.0","22,708.5","","0.04%"
"25/01/2018","22,701.0","22,709.5","22,718.0","22,705.5","","0.02%"
"24/01/2018","22,696.0","22,709.5","22,718.0","22,703.0","","-0.06%"
"23/01/2018","22,710.0","22,709.5","22,711.0","22,708.0","","0.04%"
"22/01/2018","22,701.0","22,709.0","22,715.5","22,705.0","","0.00%"
"19/01/2018","22,700.0","22,709.5","22,718.0","22,705.0","","0.00%"
"18/01/2018","22,701.0","22,711.0","22,719.5","22,706.0","","0.00%"
"17/01/2018","22,700.0","22,710.8","22,718.0","22,704.5","","-0.04%"
"16/01/2018","22,710.0","22,708.5","22,729.0","22,707.0","","0.00%"
"15/01/2018","22,709.0","22,708.5","22,710.5","22,706.9","","0.00%"
"12/01/2018","22,708.0","22,708.5","22,710.5","22,707.0","","0.06%"
"11/01/2018","22,695.0","22,709.0","22,714.5","22,702.0","","-0.03%"
"10/01/2018","22,701.0","22,709.0","22,718.5","22,705.4","","-0.04%"
"09/01/2018","22,709.0","22,710.5","22,710.5","22,707.4","","0.04%"
"08/01/2018","22,700.0","22,709.0","22,717.5","22,704.5","","-0.04%"
"05/01/2018","22,709.0","22,710.5","22,711.0","22,707.0","","0.00%"
"04/01/2018","22,710.0","22,713.5","22,718.0","22,705.5","","0.01%"
"03/01/2018","22,708.0","22,709.5","22,711.0","22,708.0","","0.04%"
"02/01/2018","22,700.0","22,709.5","22,715.5","22,705.0","","0.00%"
"01/01/2018","22,700.0","22,700.0","22,700.0","22,700.0","","0.00%"
